player_id,player_name,total_pitches,swings,hits,straightaway_fb%,ba,iso,babip,slg,xwoba,launch_speed,launch_angle,spin_rate,velocity,effective_speed
668663,Tres Barrera,7,2,0,28.6,0.000,0.000,0.000,0.000,0.131,89.3,34,2257,84.6,85.1
608703,Matt Reynolds,17,2,1,11.8,0.500,0.000,0.500,0.500,0.373,77.5,36.5,1905,80.5,81.3
676625,Rylan Bannon,21,2,0,9.5,0.000,0.000,0.000,0.000,0.05,84.5,40.5,2297,81.2,81.6
663731,Connor Kaiser,15,1,0,6.7,0.000,0.000,0.000,0.000,1.128,101,30,2175,92.7,92.6
621532,Anthony Bemboom,42,2,0,4.8,0.000,0.000,0.000,0.000,0.076,77.8,51.5,2552,87.9,88.45
656484,Tristan Gray,21,1,1,4.8,1.000,3.000,,4.000,1.494,103.8,32,2172,98.4,98.8
663897,Luke Williams,67,3,0,4.5,0.000,0.000,0.000,0.000,0.115,90.8,43,2339,90.8,91.27
656821,Kevin Padlo,23,1,0,4.3,0.000,0.000,0.000,0.000,0.007,88.1,41,2492,88,89.3
686531,Andre Lipcius,163,7,3,4.3,0.429,0.429,0.333,0.857,0.37,86.9,37.6,2289,90.9,91.19
686490,Cam Eden,24,1,0,4.2,0.000,0.000,0.000,0.000,0.91,100.1,32,2134,82.5,83
592325,Ben Gamel,49,2,0,4.1,0.000,0.000,0.000,0.000,0.734,99.9,32,2201,94.5,95.05
543482,Drew Maggi,25,1,0,4,0.000,0.000,0.000,0.000,0.81,99.6,26,2383,94.5,95.9
657247,Brian O'Keefe,76,3,0,3.9,0.000,0.000,0.000,0.000,0.115,97,45.3,2280,91.8,91
676761,Irving Lopez,52,2,0,3.8,0.000,0.000,0.000,0.000,0.054,91.8,35.5,2342,96.4,97.3
624503,Nick Gordon,309,11,3,3.6,0.273,0.545,0.200,0.818,0.598,96.1,32,2304,90.1,89.85
687799,Cade Marlowe,431,15,5,3.5,0.333,0.400,0.286,0.733,0.385,89.6,34.5,2135,88.6,88.83
672744,Alexander Canario,61,2,2,3.3,1.000,1.500,1.000,2.500,0.67,87.3,32.5,2423,89.2,90.1
572138,Jon Singleton,422,14,1,3.3,0.071,0.071,0.071,0.143,0.314,93.6,35,2185,91.1,90.85
670869,Livan Soto,63,2,0,3.2,0.000,0.000,0.000,0.000,0.262,82.6,37,2449,97,96.95
680716,Jonathan Ornelas,31,1,0,3.2,0.000,0.000,0.000,0.000,0.051,77.7,53,1328,78.2,79
621311,David Dahl,31,1,0,3.2,0.000,0.000,0.000,0.000,0.619,98.6,34,1910,95.3,94.4
663698,Joey Bart,350,11,0,3.1,0.000,0.000,0.000,0.000,0.246,94.8,39.2,2140,90.5,90.74
553882,Omar Narváez,576,17,2,3,0.118,0.059,0.118,0.176,0.318,87.3,34.3,2290,88.3,88.8
645277,Ozzie Albies,2563,76,10,3,0.135,0.243,0.083,0.378,0.38,92.9,35.2,2182,89.1,89.52
666197,Grae Kessinger,165,5,1,3,0.200,0.200,0.200,0.400,0.696,98.2,34.2,2226,85.5,85.44
605361,Nick Martini,314,9,1,2.9,0.111,0.333,0.000,0.444,0.483,92,33.2,2288,88.4,89.06
679881,J.P. Martínez,173,5,0,2.9,0.000,0.000,0.000,0.000,0.052,88.1,44.4,2112,90.8,91.5
543760,Marcus Semien,2799,77,7,2.8,0.095,0.135,0.054,0.230,0.311,90.2,37.7,2345,89.6,89.6
642201,Eli White,71,2,0,2.8,0.000,0.000,0.000,0.000,0.138,88.6,30.5,1781,78.6,79.35
663796,Coco Montes,141,4,0,2.8,0.000,0.000,0.000,0.000,0.203,92.8,38.5,2020,87.4,88.35
670712,Mike Brosseau,299,8,3,2.7,0.375,0.750,0.167,1.125,0.525,90.4,39.1,2196,86.5,86.47
660688,Keibert Ruiz,1887,51,6,2.7,0.120,0.260,0.043,0.380,0.382,92.6,33.3,2257,90.1,90.54
669224,Austin Wells,296,8,2,2.7,0.250,0.250,0.250,0.500,0.777,98.3,33.9,2321,89.8,90.35
640458,Óscar Mercado,112,3,0,2.7,0.000,0.000,0.000,0.000,0.039,93.3,47,2243,91.9,91.77
621458,Edwin Ríos,153,4,1,2.6,0.250,0.750,0.000,1.000,0.484,95.1,45.3,2127,90.8,91.47
664728,Kyle Isbel,1127,29,1,2.6,0.034,0.000,0.034,0.034,0.346,91.1,34.8,2124,88.9,89.22
680418,Tyler Cropley,38,1,0,2.6,0.000,0.000,0.000,0.000,0.035,81.4,35,2233,85.1,84.8
605141,Mookie Betts,2712,68,10,2.5,0.154,0.323,0.065,0.477,0.396,94.8,35.6,2269,90.1,90.45
521692,Salvador Perez,2061,51,14,2.5,0.292,0.521,0.159,0.813,0.572,94.9,34.1,2227,88.1,88.49
664056,Harrison Bader,1238,31,2,2.5,0.065,0.000,0.065,0.065,0.284,89.5,37.4,2309,88.3,88.57
686527,Dominic Canzone,605,15,2,2.5,0.133,0.133,0.133,0.267,0.38,95.3,37.7,2221,89.4,90.04
672779,Tucupita Marcano,731,18,4,2.5,0.222,0.500,0.125,0.722,0.416,95.4,35.9,2169,91.2,91.43
664247,Kyle Garlick,120,3,0,2.5,0.000,0.000,0.000,0.000,0.65,93.5,35.3,2101,85.8,86.13
543510,James McCann,847,21,5,2.5,0.250,0.450,0.111,0.700,0.498,92.8,36.9,2275,90.3,90.74
592450,Aaron Judge,1901,48,18,2.5,0.383,1.000,0.091,1.383,1.045,103,34.4,2233,88.5,88.75
598265,Jackie Bradley Jr.,408,10,1,2.5,0.100,0.100,0.100,0.200,0.52,95.6,37.5,2266,87.2,87.39
572233,Christian Walker,2671,63,17,2.4,0.288,0.407,0.193,0.695,0.552,91.4,34.5,2269,89.3,89.52
665155,Nick Maton,1243,30,5,2.4,0.167,0.200,0.107,0.367,0.337,91,35.6,2226,88.5,88.76
592200,Curt Casali,371,9,1,2.4,0.111,0.111,0.111,0.222,0.239,92,34.7,2264,91.3,91.58
656371,Isan Díaz,85,2,0,2.4,0.000,0.000,0.000,0.000,0.007,92.9,54.5,2138,93.4,94.05
592178,Kris Bryant,1281,31,6,2.4,0.194,0.161,0.167,0.355,0.457,90.7,35.6,2214,89.6,90.05
657061,Cole Tucker,42,1,0,2.4,0.000,0.000,0.000,0.000,0.528,97.8,31,2341,93.1,95.3
663898,Brendan Rodgers,696,17,6,2.4,0.353,0.647,0.214,1.000,0.77,93.9,31.8,2293,85.4,86.19
664913,Seth Brown,1442,35,8,2.4,0.235,0.529,0.100,0.765,0.69,97.5,34.1,2252,89.7,90.21
650333,Luis Arraez,2161,51,6,2.4,0.122,0.082,0.118,0.204,0.26,90.2,34.1,2191,91.2,91.55
681584,David Villar,544,13,1,2.4,0.077,0.231,0.000,0.308,0.622,95.2,35.4,2315,90.4,90.48
572816,Corey Dickerson,546,13,1,2.4,0.083,0.083,0.077,0.167,0.321,91.2,31.9,2263,86.2,86.13
644374,Yu Chang,379,9,3,2.4,0.333,0.667,0.143,1.000,0.354,89.2,34.7,2306,88.6,88.67
543685,Anthony Rendon,762,18,3,2.4,0.200,0.067,0.167,0.267,0.326,88.5,41,2203,89.8,90.02
608324,Alex Bregman,2789,66,5,2.4,0.076,0.091,0.062,0.167,0.327,91.1,37.3,2271,91.3,91.25
593871,Jorge Polanco,1400,32,4,2.3,0.129,0.290,0.034,0.419,0.449,93.6,38.1,2275,89.8,90.17
664954,Brett Sullivan,300,7,1,2.3,0.143,0.000,0.143,0.143,0.121,88.1,40.3,2174,90.6,91
656716,Zach McKinstry,2114,48,8,2.3,0.170,0.170,0.149,0.340,0.366,89.2,37.3,2333,90.3,90.98
669023,Jeter Downs,43,1,1,2.3,1.000,0.000,1.000,1.000,0.9,69.3,25,2713,81.5,81.8
641531,Hunter Dozier,344,8,0,2.3,0.000,0.000,0.000,0.000,0.208,91.7,37.8,2128,88,88.88
519203,Anthony Rizzo,1670,39,1,2.3,0.026,0.077,0.000,0.103,0.277,92.4,36.5,2237,89.8,90.16
643393,Tony Kemp,1481,34,1,2.3,0.029,0.029,0.029,0.059,0.124,90.2,36.1,2239,90.6,90.78
680911,Owen Miller,1192,27,4,2.3,0.167,0.167,0.115,0.333,0.28,90.2,35.2,2221,88.5,88.89
641645,Luis Guillorme,481,11,1,2.3,0.091,0.091,0.091,0.182,0.125,90.9,38.5,2238,89.7,90.26
643217,Andrew Benintendi,2351,55,6,2.3,0.111,0.074,0.109,0.185,0.306,91.5,35.7,2280,89,89.52
678246,Miguel Vargas,1204,28,6,2.3,0.231,0.538,0.083,0.769,0.382,93.3,37.7,2202,89.2,89.5
502110,J.D. Martinez,1865,43,16,2.3,0.390,0.951,0.156,1.341,0.751,98.9,35.3,2224,89.3,89.64
594777,Kole Calhoun,681,16,4,2.3,0.267,0.267,0.200,0.533,0.463,87.5,36.8,2299,90.1,90.48
608369,Corey Seager,1846,42,16,2.3,0.390,0.902,0.161,1.293,0.786,97.7,34.9,2236,88.9,88.91
573131,Darin Ruf,264,6,1,2.3,0.167,0.167,0.167,0.333,0.714,98.8,30.7,2261,92.6,92.8
656514,Adam Haseley,129,3,0,2.3,0.000,0.000,0.000,0.000,0.27,93,38.3,2004,83,82.97
596146,Max Kepler,1924,45,7,2.3,0.156,0.311,0.073,0.467,0.493,93.1,37.5,2288,88.3,88.55
667670,Brent Rooker,2152,50,12,2.3,0.240,0.600,0.050,0.840,0.59,94.2,37.8,2266,89.8,90.06
666139,Josh Lowe,2036,46,16,2.3,0.364,0.795,0.167,1.159,0.703,95,33.3,2253,86.7,86.76
656448,Stone Garrett,1039,24,4,2.3,0.174,0.435,0.048,0.609,0.642,95.2,36.2,2186,87.8,88.25
663616,Trevor Larnach,915,21,6,2.3,0.316,0.947,0.000,1.263,0.729,99.9,34.3,2214,90.3,90.77
656976,Pavin Smith,923,21,5,2.3,0.238,0.429,0.111,0.667,0.513,91.8,35.8,2210,88,88.46
543228,Yan Gomes,1586,36,8,2.3,0.229,0.400,0.125,0.629,0.454,91.9,36,2207,86.9,87.13
669004,MJ Melendez,2440,57,5,2.3,0.088,0.193,0.037,0.281,0.381,94.8,40,2234,87.6,87.82
673237,Yainer Diaz,1298,28,9,2.2,0.375,0.458,0.269,0.833,0.672,92.6,32.7,2339,88.8,88.9
571912,Luke Maile,766,17,6,2.2,0.353,0.588,0.267,0.941,0.725,98,33.9,2328,89.7,90.04
663656,Kyle Tucker,2570,56,9,2.2,0.164,0.309,0.096,0.473,0.515,93.8,35.2,2193,87.6,87.88
596142,Gary Sánchez,1091,24,8,2.2,0.348,0.826,0.111,1.174,0.78,95.5,35,2159,89.2,89.5
493329,Yuli Gurriel,1189,26,0,2.2,0.000,0.000,0.000,0.000,0.179,89.7,37.5,2187,90.9,91.02
660620,Jonathan Araúz,273,6,0,2.2,0.000,0.000,0.000,0.000,0.091,81.9,35.3,2146,82.7,82.95
607208,Trea Turner,2675,59,7,2.2,0.119,0.237,0.055,0.356,0.432,94.4,35.1,2293,89.8,89.75
608596,Tom Murphy,593,13,4,2.2,0.364,0.818,0.100,1.182,0.647,95.8,33.3,2251,88.4,88.58
665487,Fernando Tatis Jr.,2335,52,10,2.2,0.196,0.333,0.106,0.529,0.653,95.6,34.8,2244,88.8,88.9
641525,Brandon Dixon,313,7,3,2.2,0.429,0.857,0.200,1.286,0.69,90.7,30.6,2092,88.6,89.13
624585,Jorge Soler,2315,51,15,2.2,0.306,0.694,0.100,1.000,0.627,95.7,37.3,2277,89.7,89.96
666164,Blake Rutherford,135,3,0,2.2,0.000,0.000,0.000,0.000,0.162,83.3,38,2359,89.3,90.07
668901,Mark Vientos,847,19,5,2.2,0.263,0.789,0.000,1.053,0.731,98.2,34.6,2174,87.8,88.09
572041,AJ Pollock,557,12,1,2.2,0.083,0.250,0.000,0.333,0.422,94.6,35.8,2199,86.5,86.49
663905,Travis Blankenhorn,136,3,1,2.2,0.333,1.000,0.000,1.333,0.664,96.6,31.7,2322,92,92.2
624428,Adam Frazier,1750,39,7,2.2,0.184,0.184,0.135,0.368,0.298,85.4,35.1,2255,88,88.05
641355,Cody Bellinger,2158,47,10,2.2,0.227,0.341,0.140,0.568,0.299,91.3,37.5,2225,89.7,89.99
570482,Gio Urshela,881,19,4,2.2,0.211,0.158,0.167,0.368,0.319,86.4,37.2,2316,85.1,85.22
592696,Eddie Rosario,1908,42,10,2.2,0.244,0.561,0.111,0.805,0.402,93.1,39,2213,89.1,89.49
647304,Josh Naylor,1649,34,5,2.1,0.147,0.265,0.065,0.412,0.321,91.3,35.7,2182,87.9,88.31
608070,José Ramírez,2610,56,10,2.1,0.196,0.333,0.098,0.529,0.414,92.2,34.7,2269,87.7,88.02
666150,Dominic Fletcher,380,8,2,2.1,0.250,0.375,0.143,0.625,0.476,90.6,33.4,2320,88.4,88.26
621550,Patrick Wisdom,1318,28,11,2.1,0.407,1.000,0.150,1.407,0.779,99.3,35,2278,87.8,87.75
592518,Manny Machado,2284,49,7,2.1,0.152,0.196,0.106,0.348,0.474,93.5,35.7,2242,89,89.16
623993,Anthony Santander,2764,57,9,2.1,0.164,0.382,0.040,0.545,0.379,93.1,38.4,2242,88.5,88.71
518692,Freddie Freeman,2753,58,24,2.1,0.414,0.707,0.277,1.121,0.745,95.4,32.8,2277,88.9,89.07
670770,TJ Friedl,2194,46,7,2.1,0.156,0.089,0.133,0.244,0.221,85.2,34.8,2225,90.7,91.11
682641,Luis Matos,901,19,2,2.1,0.105,0.053,0.105,0.158,0.301,90.9,34.3,2238,89.2,89.26
621493,Taylor Ward,1635,34,5,2.1,0.156,0.094,0.121,0.250,0.401,92.1,37.1,2194,90.6,90.98
656775,Cedric Mullins,1782,38,6,2.1,0.158,0.158,0.135,0.316,0.27,90.6,39.3,2313,89.1,89.07
571745,Mitch Haniger,925,19,2,2.1,0.105,0.316,0.000,0.421,0.55,94.6,35.2,2322,90.3,90.95
664058,David Fletcher,327,7,0,2.1,0.000,0.000,0.000,0.000,0.115,82.8,36,2174,89.7,89.97
669477,Casey Schmitt,965,20,5,2.1,0.250,0.250,0.211,0.500,0.384,90.3,36.7,2282,86.9,87.65
650402,Gleyber Torres,2647,55,8,2.1,0.157,0.294,0.078,0.451,0.473,94.7,34.5,2338,89.2,89.41
676369,Nelson Velázquez,704,15,5,2.1,0.333,0.800,0.091,1.133,0.745,96.4,35.5,2169,88.8,88.95
641343,Jake Bauers,1169,24,9,2.1,0.391,0.652,0.250,1.043,0.798,94.6,34.4,2274,89.4,90.01
595909,Jake Cave,813,17,4,2.1,0.235,0.471,0.133,0.706,0.463,94.7,38.6,2257,88.5,88.6
682515,Logan Porter,146,3,0,2.1,0.000,0.000,0.000,0.000,0.318,92.7,34.3,2108,81.9,82.57
543257,Robbie Grossman,1716,36,3,2.1,0.094,0.031,0.083,0.125,0.172,89.2,40,2242,89.7,89.88
641933,Tyler O'Neill,1042,22,3,2.1,0.136,0.318,0.050,0.455,0.492,95.6,36.7,2281,87.7,88.16
572008,Chris Owings,95,2,1,2.1,0.500,0.000,0.500,0.500,0.218,87.3,41,2124,83.2,83.05
622569,Pablo Reyes,709,15,1,2.1,0.077,0.000,0.067,0.077,0.274,90.8,34.6,2296,84.7,84.69
666969,Adolis García,2562,50,15,2,0.313,0.792,0.079,1.104,0.719,98,35.5,2258,88.7,88.66
621438,Tyrone Taylor,889,18,2,2,0.118,0.059,0.111,0.176,0.398,95.3,38.2,2245,89.5,89.98
682928,CJ Abrams,2212,44,4,2,0.095,0.238,0.024,0.333,0.447,93.6,35.7,2231,90.8,90.86
516782,Starling Marte,1269,25,6,2,0.240,0.000,0.240,0.240,0.426,89.5,34.7,2257,88.3,88.72
542583,Jesús Aguilar,448,9,2,2,0.222,0.333,0.125,0.556,0.343,90.9,35.9,2353,89.6,89.82
680700,Richie Palacios,408,8,1,2,0.125,0.125,0.125,0.250,0.347,91.4,30.8,2085,88.5,88.31
592663,J.T. Realmuto,2096,42,10,2,0.238,0.476,0.158,0.714,0.556,95.2,35.1,2280,88.3,88.66
669304,Jose Miranda,545,11,1,2,0.091,0.000,0.091,0.091,0.196,88.4,39.1,2194,88.1,88.31
593160,Whit Merrifield,2200,45,9,2,0.214,0.262,0.143,0.476,0.296,89.7,34.8,2293,89.6,89.71
446334,Evan Longoria,927,19,5,2,0.263,0.474,0.125,0.737,0.569,94.3,37.8,2270,89.4,89.54
664040,Brandon Lowe,1718,35,7,2,0.212,0.485,0.067,0.697,0.593,95.2,37.2,2185,90.4,90.39
571771,Enrique Hernández,1964,40,6,2,0.162,0.135,0.128,0.297,0.267,89,37.9,2296,89.1,89.5
673357,Luis Robert Jr.,2200,43,16,2,0.372,0.907,0.129,1.279,0.772,96.3,35.4,2360,88.3,88.7
676694,Jake Meyers,1325,27,1,2,0.037,0.111,0.000,0.148,0.383,92.2,38.8,2271,89.4,89.27
656305,Matt Chapman,2451,50,10,2,0.200,0.380,0.130,0.580,0.682,97.3,37.7,2324,89.7,89.9
670097,Zack Short,1027,21,1,2,0.050,0.050,0.048,0.100,0.434,94,37.6,2274,87.6,87.78
669357,Nolan Gorman,1889,37,8,2,0.222,0.667,0.000,0.889,0.608,97,38.6,2187,88.6,88.84
682626,Francisco Alvarez,1622,32,6,2,0.188,0.563,0.000,0.750,0.459,94.9,38.1,2265,89.5,89.51
666149,Tyler Fitzgerald,147,3,1,2,0.333,0.000,0.333,0.333,0.142,80.7,36.3,2371,91.1,91.97
686894,Joey Wiemer,1585,32,3,2,0.097,0.226,0.033,0.323,0.419,93.1,35,2315,87,87.11
624415,Cavan Biggio,1387,28,6,2,0.231,0.308,0.154,0.538,0.493,93.8,33,2221,90.8,90.91
628451,Andy Ibáñez,1376,28,2,2,0.074,0.148,0.037,0.222,0.504,93.9,34.6,2238,87.5,87.7
643446,Jeff McNeil,2193,43,1,2,0.024,0.000,0.023,0.024,0.175,90.3,35.9,2187,91.2,91.38
543063,Brandon Crawford,1227,24,4,2,0.174,0.304,0.091,0.478,0.385,91.2,40.7,2289,89.9,90.43
614173,Franchy Cordero,250,5,2,2,0.400,1.200,0.000,1.600,0.951,98.8,30.8,2445,91.3,91.66
665019,Kody Clemens,609,12,1,2,0.083,0.250,0.000,0.333,0.216,93.3,41.9,2082,89.6,89.72
642133,Rowdy Tellez,1503,30,7,2,0.250,0.536,0.080,0.786,0.426,92.3,34,2236,87.8,88.35
643376,Danny Jansen,1185,23,2,1.9,0.087,0.043,0.087,0.130,0.29,91.6,36.7,2281,89.8,90
669221,Sean Murphy,1748,34,9,1.9,0.265,0.559,0.107,0.824,0.644,93.7,36.6,2227,88.8,89.21
641598,Mitch Garver,1430,27,9,1.9,0.333,0.593,0.182,0.926,0.573,91.7,37,2173,90.6,90.95
682848,Endy Rodríguez,776,15,5,1.9,0.333,0.533,0.231,0.867,0.527,90.7,38.6,2324,88.3,88.52
671213,Triston Casas,2062,39,8,1.9,0.216,0.486,0.061,0.703,0.611,95,37.5,2230,88.2,88.51
518792,Jason Heyward,1439,27,7,1.9,0.259,0.593,0.091,0.852,0.505,92.7,35.8,2231,89.3,89.6
671221,Drew Waters,1317,25,6,1.9,0.240,0.280,0.208,0.520,0.452,92.4,38,2268,89.2,89.21
660271,Shohei Ohtani,2321,43,20,1.9,0.465,1.395,0.000,1.860,1.066,101.6,34.9,2203,88.7,89.18
656413,Stuart Fairchild,957,18,1,1.9,0.056,0.167,0.000,0.222,0.37,91.4,37.3,2298,87.8,88.16
663527,Tyler Nevin,464,9,2,1.9,0.222,0.333,0.125,0.556,0.637,91.6,35.3,2217,86.8,86.77
666160,Mickey Moniak,1161,22,9,1.9,0.409,0.818,0.188,1.227,0.632,92.3,36.1,2342,91.3,91.46
670764,Taylor Walls,1420,27,5,1.9,0.185,0.222,0.154,0.407,0.316,91.1,37,2213,92.2,92.57
676391,Ernie Clement,155,3,1,1.9,0.500,0.000,0.333,0.500,0.337,82.2,32.3,2176,88.4,88.6
621566,Matt Olson,3092,59,20,1.9,0.345,1.000,0.025,1.345,0.822,99.1,36.4,2198,88.2,88.69
676480,Jose Barrero,584,11,0,1.9,0.000,0.000,0.000,0.000,0.119,91.4,42,2229,88.7,88.93
642086,Dominic Smith,2210,41,9,1.9,0.220,0.317,0.135,0.537,0.423,91.6,36.7,2278,88.4,88.96
658668,Edward Olivares,1420,27,10,1.9,0.385,0.423,0.320,0.808,0.597,89,33,2209,89.3,89.63
666181,Will Benson,1368,26,10,1.9,0.400,0.920,0.200,1.320,0.73,95.9,33.2,2202,89.6,89.75
664774,LaMonte Wade Jr.,2102,40,7,1.9,0.184,0.316,0.083,0.500,0.53,93.1,36,2215,88.4,88.96
622761,Jorge Mateo,1317,25,4,1.9,0.174,0.261,0.087,0.435,0.447,90.6,35,2334,86.5,86.98
687263,Zach Neto,1288,25,2,1.9,0.083,0.125,0.042,0.208,0.266,93.4,37.1,2336,89.6,90
572191,Michael A. Taylor,1526,29,5,1.9,0.172,0.414,0.040,0.586,0.647,98.1,38.3,2280,89.6,89.88
592656,Henry Ramos,311,6,3,1.9,0.500,0.500,0.500,1.000,0.473,90.4,29.2,2090,94,94
669701,Josh Smith,977,19,2,1.9,0.111,0.056,0.105,0.167,0.405,94.6,35.6,2271,90.9,90.84
663586,Austin Riley,2861,54,14,1.9,0.286,0.776,0.048,1.061,0.761,98,35.9,2290,88.4,88.82
527038,Wilmer Flores,1875,36,11,1.9,0.306,0.389,0.219,0.694,0.481,90.4,33.4,2259,90.8,90.99
646240,Rafael Devers,2579,49,16,1.9,0.340,0.574,0.214,0.915,0.603,95.2,36.5,2284,88.4,88.71
669743,Alex Call,1832,34,2,1.9,0.061,0.182,0.000,0.242,0.321,92.7,35.1,2262,91,91.25
656185,Greg Allen,106,2,0,1.9,0.000,0.000,0.000,0.000,0.012,88.8,44.5,2313,90.8,91.3
519058,Mike Moustakas,1502,28,2,1.9,0.071,0.107,0.037,0.179,0.205,89.1,37.1,2276,88.8,88.95
571970,Max Muncy,2485,46,11,1.9,0.256,0.581,0.079,0.837,0.557,94.7,38,2260,89.7,90.11
595956,Cam Gallagher,585,11,0,1.9,0.000,0.000,0.000,0.000,0.185,87.4,40.5,2265,88.4,88.56
669261,Jack Suwinski,2281,43,11,1.9,0.262,0.548,0.111,0.810,0.61,95.2,37.7,2212,89.8,90.21
542194,Christian Bethancourt,1180,23,7,1.9,0.304,0.783,0.059,1.087,0.629,95.6,34.5,2345,87.5,87.49
660670,Ronald Acuña Jr.,2782,52,14,1.9,0.269,0.808,0.000,1.077,0.939,102,34.7,2328,88.6,88.92
663728,Cal Raleigh,2338,45,5,1.9,0.111,0.156,0.070,0.267,0.466,91.1,37.2,2270,89.3,89.56
596019,Francisco Lindor,2741,52,8,1.9,0.157,0.431,0.022,0.588,0.497,94.4,36.8,2194,91.2,91.35
663647,Ke'Bryan Hayes,1929,36,5,1.9,0.139,0.278,0.061,0.417,0.463,93.7,35.3,2299,88,88.24
606192,Teoscar Hernández,2673,50,15,1.9,0.319,0.787,0.079,1.106,0.73,97.9,35.8,2357,86.5,86.7
624413,Pete Alonso,2567,50,17,1.9,0.340,0.820,0.108,1.160,0.716,95,37.3,2246,90.3,90.6
595453,Chad Wallach,690,13,5,1.9,0.385,1.077,0.111,1.462,0.894,97.8,32.5,2294,88.2,88.49
621028,Kevin Newman,912,17,1,1.9,0.063,0.063,0.059,0.125,0.157,89.5,39.2,2300,89.2,89.75
663743,Nick Fortes,1129,22,1,1.9,0.045,0.136,0.000,0.182,0.307,93.2,34.5,2261,90,90.31
670541,Yordan Alvarez,1908,36,12,1.9,0.353,0.588,0.200,0.941,0.856,96.8,32.8,2139,89.2,89.2
683734,Andrew Vaughn,2317,41,5,1.8,0.128,0.231,0.053,0.359,0.488,94.4,36.3,2220,90.5,90.94
621439,Byron Buxton,1367,25,4,1.8,0.167,0.500,0.000,0.667,0.627,98.4,35.2,2117,89.4,89.71
572761,Matt Carpenter,1014,18,3,1.8,0.188,0.188,0.167,0.375,0.409,91.6,38,2274,91.6,91.94
680574,Matt McLain,1672,30,9,1.8,0.300,0.667,0.125,0.967,0.609,95.9,33.5,2286,89.4,89.83
693304,Nick Gonzales,498,9,4,1.8,0.500,0.750,0.286,1.250,0.624,86,33.8,2230,91,91.01
650907,René Pinto,398,7,2,1.8,0.286,0.857,0.000,1.143,0.887,101.3,35.3,2435,88.9,88.44
